"id","target"
"631855","1"
"631857","1"
"631858","1"
"631860","1"
"631861","1"
"631863","1"
"631865","0"
"631867","1"
"631869","0"
"631872","1"
"631873","1"
"631874","1"
"631875","1"
"631876","1"
"631877","1"
"631878","1"
"631881","1"
"631893","1"
"631897","1"
"631898","1"
"631902","1"
"631903","1"
"631904","0"
"631908","1"
"631909","0"
"631910","0"
"631916","1"
"631921","1"
"631923","1"
"631927","1"
"631928","1"
"631929","1"
"631930","1"
"631931","1"
"631932","1"
"631940","1"
"631942","1"
"631943","1"
"631948","1"
"631949","1"
"631955","1"
"631956","1"
"631967","1"
"631969","1"
"631970","1"
"631971","0"
"631981","1"
"631982","1"
"631986","1"
"631992","1"
"631995","0"
"631996","0"
"631999","0"
"632000","0"
"632001","1"
"632002","0"
"632003","1"
"632005","1"
"632014","1"
"632021","1"
"632022","1"
"632023","1"
"632024","1"
"632025","1"
"632026","0"
"632027","0"
"632029","1"
"632031","1"
"632032","1"
"632035","1"
"632036","1"
"632038","1"
"632042","1"
"632043","1"
"632044","1"
"632045","1"
"632046","1"
"632048","1"
"632049","1"
"632050","1"
"632051","1"
"632052","1"
"632053","1"
"632054","1"
"632063","1"
"632064","1"
"632073","1"
"632074","1"
"632075","1"
"632077","0"
"632078","1"
"632079","1"
"632080","1"
"632081","1"
"632082","1"
"632083","1"
"632085","1"
"632086","1"
"632087","1"
"632090","1"
"632091","1"
"632092","1"
"632093","1"
"632094","0"
"632095","1"
"632096","1"
"632097","1"
"632098","1"
"632100","1"
"632101","1"
"632102","1"
"632103","1"
"632105","1"
"632107","0"
"632108","0"
"632109","1"
"632110","1"
"632112","1"
"632114","1"
"632118","1"
"632119","1"
"632120","1"
"632121","0"
"632122","0"
"632123","1"
"632124","1"
"632125","1"
"632126","1"
"632127","1"
"632128","1"
"632129","1"
"632131","1"
"632132","1"
"632136","1"
"632137","1"
"632142","0"
"632143","1"
"632144","1"
"632145","0"
"632147","0"
"632148","1"
"632149","0"
"632150","1"
"632151","1"
"632152","0"
"632153","1"
"632155","0"
"632159","1"
"632160","1"
"632162","1"
"632163","1"
"632164","1"
"632168","1"
"632170","1"
"632171","1"
"632173","1"
"632174","1"
"632175","1"
"632176","1"
"632177","1"
"632178","1"
"632179","1"
"632180","1"
"632181","1"
"632182","1"
"632183","1"
"632184","1"
"632185","1"
"632186","1"
"632187","1"
"632188","1"
"632189","1"
"632190","1"
"632191","1"
"632192","1"
"632193","1"
"632225","1"
"632226","1"
"632228","1"
"632229","1"
"632231","1"
"632232","0"
"632235","0"
"632236","1"
"632237","1"
"632238","1"
"632239","1"
"632240","1"
"632241","1"
"632242","1"
"632243","1"
"632244","0"
"632252","1"
"632255","0"
"632256","0"
"632257","1"
"632258","1"
"632259","1"
"632260","1"
"632261","1"
"632262","1"
"632264","1"
"632265","1"
"632266","1"
"632267","1"
"632268","1"
"632269","1"
"632270","1"
"632272","1"
"632274","1"
"632276","1"
"632277","0"
"632279","1"
"632280","0"
"632281","0"
"632282","1"
"632283","1"
"632284","0"
"632285","1"
"632286","0"
"632287","0"
"632288","1"
"632289","1"
"632292","0"
"632294","1"
"632296","1"
"632297","1"
"632298","0"
"632299","1"
"632301","1"
"632302","1"
"632303","1"
"632304","1"
"632305","1"
"632306","1"
"632307","1"
"632308","1"
"632309","1"
"632310","1"
"632311","1"
"632312","1"
"632313","1"
"632315","0"
"632316","1"
"632317","1"
"632318","1"
"632319","1"
"632320","1"
"632321","0"
"632322","1"
"632323","1"
"632324","1"
"632325","1"
"632327","1"
"632328","1"
"632329","1"
"632330","1"
"632331","0"
"632333","0"
"632334","1"
"632335","1"
"632336","1"
"632337","1"
"632338","1"
"632339","1"
"632340","0"
"632341","0"
"632342","1"
"632344","1"
"632346","1"
"632347","1"
"632348","1"
"632349","1"
"632351","1"
"632352","1"
"632356","0"
"632357","1"
"632358","1"
"632359","1"
"632360","1"
"632362","1"
"632363","1"
"632365","1"
"632366","1"
"632367","1"
"632368","1"
"632369","1"
"632370","1"
"632372","1"
"632376","1"
"632377","1"
"632378","1"
"632379","1"
"632380","1"
"632381","1"
"632382","1"
"632383","1"
"632384","1"
"632386","0"
"632387","0"
"632388","0"
"632391","1"
"632396","1"
"632397","0"
"632398","1"
"632401","1"
"632402","1"
"632403","1"
"632404","1"
"632405","1"
"632407","1"
"632409","0"
"632410","0"
"632411","1"
"632416","1"
"632420","1"
"632423","1"
"632425","1"
"632426","1"
"632427","1"
"632428","1"
"632432","1"
"632433","1"
"632434","1"
"632435","1"
"632436","1"
"632437","1"
"632438","1"
"632439","1"
"632440","1"
"632441","1"
"632446","0"
"632448","1"
"632450","1"
"632451","1"
"632455","0"
"632457","1"
"632471","1"
"632472","0"
"632480","1"
"632481","1"
"632483","1"
"632484","1"
"632485","1"
"632487","1"
"632488","1"
"632492","1"
"632494","1"
"632502","1"
"632509","1"
"632511","1"
"632514","1"
"632515","1"
"632516","0"
"632517","1"
"632518","0"
"632519","1"
"632520","1"
"632522","1"
"632523","1"
"632524","0"
"632528","1"
"632529","1"
"632530","1"
"632531","1"
"632535","1"
"632540","1"
"632550","1"
"632553","1"
"632563","1"
"632564","0"
"632565","1"
"632569","0"
"632573","1"
"632575","1"
"632581","1"
"632585","0"
"632586","0"
"632587","1"
"632588","1"
"632589","1"
"632590","1"
"632594","1"
"632606","0"
"632610","1"
"632616","1"
"632617","1"
"632622","1"
"632625","0"
"632629","1"
"632636","1"
"632637","0"
"632638","1"
"632640","0"
"632641","0"
"632643","1"
"632650","0"
"632651","0"
"632652","0"
"632653","0"
"632656","1"
"632657","1"
"632658","0"
"632661","0"
"632662","1"
"632663","1"
"632664","1"
"632666","1"
"632668","0"
"632669","0"
"632676","0"
"632677","0"
"632680","0"
"632683","1"
"632686","1"
"632688","1"
"632690","1"
"632691","0"
"632692","1"
"632695","0"
"632696","1"
"632699","0"
"632700","0"
"632701","1"
"632703","0"
"632704","1"
"632705","1"
"632706","0"
"632707","1"
"632711","0"
"632712","1"
"632714","1"
"632715","0"
"632720","1"
"632721","1"
"632722","1"
"632724","1"
"632728","1"
"632730","0"
"632731","1"
"632736","0"
"632737","1"
"632740","1"
"632742","1"
"632751","1"
"632753","1"
"632768","0"
"632771","1"
"632775","1"
"632776","1"
"632777","1"
"632780","0"
"632781","1"
"632782","1"
"632783","1"
"632784","1"
"632785","1"
"632786","1"
"632787","1"
"632788","1"
"632789","1"
"632790","1"
"632793","1"
"632794","1"
"632795","1"
"632798","1"
"632799","1"
"632801","1"
"632802","1"
"632803","1"
"632804","1"
"632805","1"
"632806","1"
"632807","1"
"632809","1"
"632810","1"
"632811","1"
"632812","1"
"632813","1"
"632814","1"
"632817","1"
"632825","1"
"632837","1"
"632846","1"
"632848","0"
"632850","1"
"632851","0"
"632853","1"
"632854","1"
"632857","1"
"632861","1"
"632862","1"
"632863","1"
"632866","1"
"632872","1"
"632873","1"
"632874","1"
"632882","1"
"632884","1"
"632887","0"
"632894","1"
"632903","1"
"632906","0"
"632907","1"
"632908","1"
"632909","1"
"632910","1"
"632913","1"
"632918","1"
"632919","0"
"632921","1"
"632922","1"
"632923","1"
"632924","0"
"632925","0"
"632926","1"
"632927","0"
"632928","1"
"632929","1"
"632934","1"
"632935","1"
"632936","1"
"632937","1"
"632939","1"
"632940","1"
"632942","0"
"632943","1"
"632944","0"
"632946","1"
"632949","0"
"632950","0"
"632951","1"
"632952","1"
"632953","1"
"632954","1"
"632955","1"
"632956","0"
"632957","0"
"632958","0"
"632962","0"
"632964","1"
"632965","1"
"632966","1"
"632967","1"
"632968","0"
"632969","1"
"632970","1"
"632981","1"
"632982","1"
"632983","1"
"632985","1"
"632986","0"
"632988","0"
"632989","1"
"632990","1"
"632992","1"
"632995","0"
"632996","1"
"632997","1"
"632998","1"
"632999","1"
"633000","1"
"633001","0"
"633003","1"
"633005","1"
"633011","1"
"633014","1"
"633015","1"
"633016","1"
"633022","1"
"633025","0"
"633026","1"
"633027","1"
"633028","1"
"633033","1"
"633036","1"
"633040","1"
"633041","0"
"633049","1"
"633050","1"
"633051","1"
"633052","1"
"633053","1"
"633054","1"
"633055","1"
"633056","0"
"633059","1"
"633060","1"
"633068","1"
"633069","1"
"633070","0"
"633071","1"
"633072","1"
"633073","1"
"633074","1"
"633075","0"
"633076","1"
"633077","1"
"633081","0"
"633082","1"
"633083","0"
"633084","1"
"633085","1"
"633086","1"
"633087","1"
"633088","1"
"633089","1"
"633090","0"
"633093","1"
"633094","1"
"633095","1"
"633096","1"
"633102","0"
"633103","1"
"633104","1"
"633105","0"
"633106","0"
"633107","1"
"633108","1"
"633112","1"
"633114","0"
"633118","1"
"633119","0"
"633121","1"
"633122","1"
"633123","0"
"633124","0"
"633125","1"
"633126","1"
"633127","1"
"633128","1"
"633129","0"
"633130","1"
"633131","1"
"633132","1"
"633133","1"
"633134","1"
"633135","1"
"633136","1"
"633137","1"
"633138","1"
"633139","1"
"633140","1"
"633141","1"
"633142","1"
"633143","1"
"633144","1"
"633145","1"
"633146","1"
"633150","1"
"633152","1"
"633153","1"
"633154","1"
"633155","1"
"633156","1"
"633157","1"
"633159","1"
"633161","1"
"633162","1"
"633163","1"
"633164","1"
"633168","1"
"633169","0"
"633171","0"
"633172","1"
"633173","1"
"633174","0"
"633175","0"
"633177","0"
"633178","1"
"633179","0"
"633180","1"
"633181","0"
"633182","1"
"633183","1"
"633186","1"
"633187","1"
"633188","1"
"633189","1"
"633190","1"
"633191","1"
"633192","1"
"633195","1"
"633196","1"
"633197","0"
"633200","1"
"633201","1"
"633202","1"
"633203","1"
"633204","1"
"633205","1"
"633206","1"
"633207","1"
"633209","1"
"633210","1"
"633211","1"
"633213","0"
"633216","1"
"633217","1"
"633218","1"
"633219","1"
"633220","1"
"633222","1"
"633223","1"
"633224","1"
"633228","1"
"633229","0"
"633231","0"
"633232","1"
"633235","1"
"633238","1"
"633240","1"
"633243","0"
"633244","1"
"633245","1"
"633246","1"
"633247","1"
"633248","0"
"633249","1"
"633250","1"
"633251","1"
"633254","1"
"633255","0"
"633259","1"
"633265","1"
"633266","1"
"633267","0"
"633268","1"
"633270","1"
"633271","1"
"633276","1"
"633277","1"
"633278","1"
"633279","1"
"633283","1"
"633284","0"
"633285","1"
"633286","1"
"633287","1"
"633288","1"
"633289","1"
"633292","1"
"633293","1"
"633294","1"
"633295","1"
"633302","1"
"633303","1"
"633304","1"
"633306","1"
"633307","1"
"633308","0"
"633309","1"
"633310","1"
"633311","1"
"633312","1"
"633313","1"
"633314","1"
"633315","1"
"633316","1"
"633317","1"
"633318","1"
"633319","1"
"633320","1"
"633321","1"
"633322","1"
"633323","1"
"633324","1"
"633325","1"
"633326","1"
"633327","1"
"633328","1"
"633329","1"
"633330","1"
"633331","1"
"633332","1"
"633333","1"
"633334","1"
"633335","1"
"633336","0"
"633337","1"
"633340","1"
"633341","1"
"633342","1"
"633343","1"
"633344","1"
"633345","1"
"633346","1"
"633355","1"
"633356","0"
"633357","0"
"633372","0"
"633375","1"
"633376","0"
"633377","0"
"633378","1"
"633379","1"
"633382","1"
"633383","0"
"633385","1"
"633386","1"
"633387","1"
"633388","1"
"633389","1"
"633391","1"
"633398","1"
"633399","1"
"633400","1"
"633401","0"
"633407","1"
"633408","1"
"633411","1"
"633414","0"
"633420","0"
"633422","1"
"633432","1"
"633440","0"
"633443","1"
"633444","1"
"633446","0"
"633447","1"
"633449","1"
"633455","1"
"633458","1"
"633459","0"
"633460","1"
"633461","1"
"633462","0"
"633463","0"
"633470","0"
"633478","1"
"633480","1"
"633489","1"
"633498","1"
"633507","1"
"633508","0"
"633511","1"
"633517","1"
"633525","1"
"633539","1"
"633540","0"
"633544","0"
"633554","1"
"633555","1"
"633566","1"
"633571","1"
"633572","1"
"633573","1"
"633574","0"
"633586","1"
"633588","1"
"633591","0"
"633594","1"
"633595","1"
"633600","1"
"633601","1"
"633602","1"
"633603","1"
"633604","1"
"633605","1"
"633606","1"
"633609","1"
"633611","1"
"633612","1"
"633613","1"
"633614","1"
"633617","1"
"633618","1"
"633621","1"
"633624","1"
"633627","1"
"633629","1"
"633630","1"
"633632","1"
"633636","0"
"633637","1"
"633639","0"
"633640","1"
"633641","1"
"633644","0"
"633647","1"
"633649","1"
"633650","0"
"633651","0"
"633654","1"
"633655","0"
"633656","1"
"633657","1"
"633660","1"
"633661","1"
"633662","0"
"633666","0"
"633678","1"
"633686","1"
"633687","1"
"633689","1"
"633692","0"
"633693","1"
"633695","0"
"633698","1"
"633700","1"
"633702","1"
"633706","0"
"633707","0"
"633708","0"
"633712","0"
"633714","0"
"633718","1"
"633719","1"
"633720","1"
"633721","1"
"633722","1"
"633728","1"
"633732","0"
"633735","1"
"633736","1"
"633737","0"
"633741","0"
"633742","1"
"633743","0"
"633744","0"
"633745","0"
"633746","1"
"633747","0"
"633750","0"
"633752","0"
"633753","1"
"633755","1"
"633756","1"
"633757","1"
"633758","0"
"633759","1"
"633762","0"
"633763","0"
"633764","1"
"633765","1"
"633766","1"
"633767","1"
"633768","1"
"633769","1"
"633771","0"
"633773","0"
"633774","0"
"633775","1"
"633776","1"
"633784","0"
"633785","1"
"633787","1"
"633789","1"
"633790","0"
"633796","0"
"633800","0"
"633802","1"
"633803","1"
"633807","1"
"633810","1"
"633811","1"
"633812","1"
"633813","1"
"633816","1"
"633817","1"
"633819","1"
"633820","1"
"633823","1"
"633826","1"
"633827","1"
"633828","1"
"633830","1"
"633831","0"
"633836","1"
"633837","1"
"633841","1"
"633842","1"
"633843","1"
"633844","0"
"633845","1"
"633847","1"
"633849","1"
"633852","1"
"633854","0"
"633855","1"
"633856","0"
"633857","0"
"633858","1"
"633859","1"
"633861","1"
"633863","1"
"633864","1"
"633865","1"
"633867","1"
"633870","0"
"633871","1"
"633874","1"
"633880","0"
"633884","1"
"633889","1"
"633890","1"
"633897","0"
"633902","0"
"633905","1"
"633906","1"
"633908","1"
"633909","1"
"633915","0"
"633917","0"
"633918","1"
"633925","1"
"633926","1"
"633928","1"
"633929","1"
"633930","1"
"633931","1"
"633932","1"
"633933","1"
"633935","1"
"633936","1"
"633937","1"
"633938","1"
"633939","1"
"633941","1"
"633942","1"
"633943","1"
"633944","0"
"633945","1"
"633946","1"
"633947","1"
"633948","1"
"633949","1"
"633951","1"
"633952","0"
"633953","1"
"633954","1"
"633955","0"
"633956","1"
"633957","1"
"633958","1"
"633962","1"
"633963","1"
"633964","1"
"633965","1"
"633966","0"
"633967","0"
"633968","1"
"633969","0"
"633970","1"
"633971","1"
"633973","0"
"633974","0"
"633975","1"
"633976","1"
"633977","0"
"633978","1"
"633979","0"
"633980","1"
"633981","1"
"633982","1"
"633983","1"
"633984","1"
"633986","0"
"633987","0"
"633989","0"
"633990","1"
"633993","1"
"633996","1"
"633999","1"
"634002","1"
"634003","1"
"634005","0"
"634006","0"
"634007","1"
"634009","1"
"634010","1"
"634011","1"
"634015","1"
"634016","1"
"634017","1"
"634018","1"
"634019","1"
"634020","1"
"634021","1"
"634022","1"
"634023","1"
"634025","1"
"634028","0"
"634037","0"
"634038","1"
"634041","1"
"634042","1"
"634044","1"
"634045","1"
"634046","1"
"634052","1"
"634054","1"
"634057","1"
"634058","1"
"634059","0"
"634060","1"
"634061","1"
"634062","1"
"634064","0"
"634067","0"
"634068","1"
"634069","0"
"634070","1"
"634071","1"
"634072","1"
"634073","1"
"634074","1"
"634075","0"
"634077","1"
"634079","0"
"634081","1"
"634082","0"
"634091","1"
"634092","0"
"634093","1"
"634095","0"
"634096","1"
"634098","0"
"634099","1"
"634101","1"
"634102","1"
"634103","1"
"634104","1"
